"","Gene","score","fdr","lfc","normZ","rank","fdr_synth","geneType","Classification"
"3571","RANBP10",0.10813,0.985333,-0.80904,-0.72,4088,0.99,NA,"other"
"3572","POLG2",0.10816,0.985333,-1.0618,-0.73,4004,0.99,NA,"other"
"3573","CTNNBIP1",0.10818,0.985333,-1.4101,-0.56,5008,0.99,NA,"other"
"3574","STUB1",0.10823,0.985333,-4.302,-1.71,739,0.99,NA,"other"
"3575","C10orf12",0.10832,0.985333,-0.55741,-0.3,6674,0.99,NA,"other"
"3576","GPR116",0.10835,0.985333,-2.251,-1,2692,0.99,NA,"other"
"3577","PALM2",0.10844,0.985333,-0.68181,-0.31,6618,0.99,NA,"other"
"3578","CXCL1",0.10844,0.985333,-0.80904,-0.95,2929,0.99,NA,"other"
"3579","PIGK",0.10844,0.985333,-3.5602,-1.31,1648,0.99,NA,"other"
"3580","PAPPA2",0.10846,0.985333,-2.4744,-0.69,4253,0.99,NA,"other"
"3581","SLITRK2",0.10846,0.985333,-0.82817,-0.19,7449,0.99,NA,"other"
"3582","EFCAB1",0.10846,0.985333,-1.1584,-0.25,7077,0.99,NA,"other"
"3583","ERGIC1",0.10846,0.985333,-2.4744,-0.48,5527,0.99,NA,"other"
"3584","MLNR",0.10846,0.985333,-2.4744,-0.09,8114,0.99,NA,"other"
"3585","COL19A1",0.10846,0.985333,-3.2015,-1.05,2509,0.99,NA,"other"
"3586","TRIP13",0.10846,0.985333,-4.0178,-1.05,2485,0.99,NA,"other"
"3587","RUVBL1",0.10846,0.985333,-2.4744,-0.68,4328,0.99,NA,"other"
"3588","AMN1",0.10847,0.985333,-1.0589,1.3,15947,0.995,NA,"other"
"3589","GPC1",0.10853,0.985333,-6.2904,-1.6,938,0.99,NA,"other"
"3590","ABCB8",0.10853,0.985333,-6.2904,-1.6,937,0.99,NA,"other"
"3591","C7orf71",0.10857,0.985333,-0.6088,-0.34,6376,0.99,NA,"other"
"3592","LACE1",0.10858,0.985333,-4.3774,-0.97,2854,0.99,NA,"other"
"3593","PRC1",0.10858,0.985333,-4.0851,-1.15,2160,0.99,NA,"other"
"3594","C20orf112",0.10863,0.985333,1.4887,0.9,14428,0.993,NA,"other"
"3595","C10orf2",0.10865,0.985333,-0.7039,-0.49,5454,0.99,NA,"other"
"3596","YAP1",0.10875,0.985333,-1.0541,-0.67,4368,0.99,NA,"other"
"3597","BIRC7",0.10883,0.985333,-0.47615,-0.27,6860,0.99,NA,"other"
"3598","PCDHA6",0.10899,0.985333,-2.7621,-0.97,2827,0.99,NA,"other"
"3599","ETFA",0.109,0.985333,-0.79834,-0.45,5679,0.99,NA,"other"
"3600","FAM47A",0.10904,0.985333,-1.0976,0.24,10462,0.99,NA,"other"
"3601","DCAF4",0.10908,0.985333,-1.2693,-0.59,4846,0.99,NA,"other"
"3602","SYCE2",0.1091,0.985333,-0.86778,-0.37,6209,0.99,NA,"other"
"3603","GNB2L1",0.10912,0.985333,-3.3074,-1.37,1480,0.99,NA,"other"
"3604","BAIAP2L2",0.10913,0.985333,-0.10883,0.24,10476,0.99,NA,"other"
"3605","RAVER2",0.10916,0.985333,-3.6615,-1.57,981,0.99,NA,"other"
"3606","JAZF1",0.10925,0.985333,-0.12753,-1.29,1708,0.99,NA,"other"
"3607","ACSM5",0.10927,0.985333,-0.23706,0.05,9124,0.99,NA,"other"
"3608","CTSZ",0.1093,0.985333,-0.78611,-0.34,6411,0.99,NA,"other"
"3609","ATL1",0.10933,0.985333,-1.6381,-1.11,2316,0.99,NA,"other"
"3610","RPL7",0.10938,0.985333,-1.5733,-0.67,4365,0.99,NA,"other"
"3611","IMPDH1",0.1095,0.985333,-3.3993,-1.76,665,0.99,NA,"other"
"3612","FIZ1",0.1095,0.985333,-2.5744,-1,2693,0.99,NA,"other"
"3613","TRIM22",0.10964,0.985333,-1.5667,-0.62,4676,0.99,NA,"other"
"3614","KDELR3",0.10969,0.985333,-2.0361,-0.89,3194,0.99,NA,"other"
"3615","PADI3",0.10969,0.985333,-4.6247,-1.93,482,0.979,NA,"other"
"3616","ACAP1",0.10969,0.985333,-2.4503,-0.17,7606,0.99,NA,"other"
"3617","UQCC1",0.1098,0.985333,-0.39539,0.23,10440,0.99,NA,"other"
"3618","DHDDS",0.10982,0.985333,-6.2765,-1.59,951,0.99,NA,"other"
"3619","OGFOD1",0.10984,0.985333,-0.73228,-0.33,6463,0.99,NA,"other"
"3620","CKM",0.10987,0.985333,-1.4807,-0.99,2757,0.99,NA,"other"
"3621","VKORC1",0.10992,0.985333,-2.1121,-1.03,2600,0.99,NA,"other"
"3622","TCEAL1",0.10994,0.985333,-0.65148,-0.32,6561,0.99,NA,"other"
"3623","SHISA6",0.10999,0.985333,-2.6455,-0.86,3363,0.99,NA,"other"
"3624","PCDHB10",0.11005,0.985333,-1.1958,-0.77,3788,0.99,NA,"other"
"3625","CCK",0.11008,0.985333,-3.2452,-1.23,1899,0.99,NA,"other"
"3626","ANXA9",0.11011,0.985333,-3.1131,-0.9,3134,0.99,NA,"other"
"3627","PADI2",0.11018,0.985333,-1.2285,-0.49,5448,0.99,NA,"other"
"3628","CHST11",0.11023,0.985333,-3.4359,-0.87,3308,0.99,NA,"other"
"3629","TRABD2A",0.11023,0.985333,-0.44104,-0.29,6736,0.99,NA,"other"
"3630","CA5B",0.11023,0.985333,-2.4685,-0.64,4531,0.99,NA,"other"
"3631","DAO",0.11023,0.985333,-2.4685,-0.84,3457,0.99,NA,"other"
"3632","KPNA6",0.11023,0.985333,-3.4448,-0.43,5831,0.99,NA,"other"
"3633","DNAJC12",0.11023,0.985333,-2.4685,-0.28,6800,0.99,NA,"other"
"3634","DNAAF2",0.11023,0.985333,-2.4685,-0.5,5390,0.99,NA,"other"
"3635","C22orf23",0.11023,0.985333,-2.4685,-0.8,3681,0.99,NA,"other"
"3636","GTPBP10",0.11023,0.985333,-2.5348,-1.45,1281,0.99,NA,"other"
"3637","ZCCHC7",0.11025,0.985333,-2.4744,-1.01,2658,0.99,NA,"other"
"3638","CCDC53",0.11035,0.985333,-2.1518,-1.06,2446,0.99,NA,"other"
"3639","MLLT10",0.11038,0.985333,-0.86507,-0.38,6152,0.99,NA,"other"
"3640","VSX1",0.11041,0.985333,-0.19245,0.19,10131,0.99,NA,"other"
"3641","METTL9",0.11042,0.985333,-2.0084,-0.73,3992,0.99,NA,"other"
"3642","TSACC",0.1105,0.985333,0.45031,0.65,13085,0.992,NA,"other"
"3643","PTH2",0.11057,0.985333,-2.0021,-1.74,697,0.99,NA,"other"
"3644","GDF11",0.11057,0.985333,-0.64975,-0.18,7528,0.99,NA,"other"
"3645","TCOF1",0.11062,0.985333,-0.80904,-0.79,3715,0.99,NA,"other"
"3646","CCAR2",0.11072,0.985333,-1.3811,-0.59,4821,0.99,NA,"other"
"3647","R3HDM4",0.11073,0.985333,-1.9604,-1.07,2435,0.99,NA,"other"
"3648","OR2W1",0.11081,0.985333,0.81938,1.17,15521,0.994,NA,"other"
"3649","PPOX",0.11086,0.985333,-4.2805,-1.72,736,0.99,NA,"other"
"3650","ZNF703",0.11091,0.985333,-3.8819,-0.83,3505,0.99,NA,"other"
"3651","SERINC1",0.11093,0.985333,-0.33445,-0.04,8447,0.99,NA,"other"
"3652","CNTD1",0.11094,0.985333,-0.59083,-0.64,4561,0.99,NA,"other"
"3653","ABCC8",0.11096,0.985333,-2.1092,-0.87,3314,0.99,NA,"other"
"3654","CDCA3",0.11102,0.985333,-0.38643,-0.24,7093,0.99,NA,"other"
"3655","ZFP3",0.11106,0.985333,-2.1501,-1.47,1238,0.99,NA,"other"
"3656","SMCO2",0.11117,0.985333,-4.2792,-0.65,4466,0.99,NA,"other"
"3657","RGS3",0.11119,0.985333,-0.62212,-0.33,6429,0.99,NA,"other"
"3658","KLF8",0.11127,0.985333,-2.329,-1.07,2419,0.99,NA,"other"
